Cmin_PUA,0.0,0.0
Cmed_PUA,0.0,0.0
Cmin_TCD,0.0,0.0
Cmin_DIT,0.0,0.0
Cmed_TCD,0.0,0.0
Cmax_TCD,0.0,0.0
Cstd_TCD,0.0,0.0
Cstd_NPA,0.0,0.0
Cmin_TCLOC,0.0,0.0
Cmed_TCLOC,0.0,0.0
Cstd_TCLOC,0.0,0.0
Csum_NPA,0.0,0.0
Cmin_TNOS,0.0,0.0
Cmin_NPM,0.0,0.0
Pmin_TLLOC,0.0,0.0
Pmin_TLOC,0.0,0.0
Pmed_TLOC,0.0,0.0
Pmin_TNA,0.0,0.0
Pmed_TNA,0.0,0.0
Pmin_TNCL,0.0,0.0
Pmed_TNCL,0.0,0.0
Pmin_TNDI,0.0,0.0
Pmed_TNDI,0.0,0.0
Pmin_TNEN,0.0,0.0
Pmax_TNEN,0.0,0.0
Psum_TNEN,0.0,0.0
Pstd_TNEN,0.0,0.0
Pmin_TNFI,0.0,0.0
Pmed_TNFI,0.0,0.0
Pmin_TNG,0.0,0.0
Pmed_TNG,0.0,0.0
Pmin_TNIN,0.0,0.0
Pmed_TLLOC,0.0,0.0
Pmed_NS,0.0,0.0
Pmed_LLOC,0.0,0.0
Pmed_NPM,0.0,0.0
Pmed_NA,0.0,0.0
Cmed_NPM,0.0,0.0
Pmed_NEN,0.0,0.0
Pmax_NEN,0.0,0.0
Psum_NEN,0.0,0.0
Pstd_NEN,0.0,0.0
Pmed_NG,0.0,0.0
Pstd_NG,0.0,0.0
Pmed_NIN,0.0,0.0
Pstd_NIN,0.0,0.0
Pmed_NM,0.0,0.0
Pmed_NPA,0.0,0.0
Pmax_NPA,0.0,0.0
Psum_NPA,0.0,0.0
Pstd_NPA,0.0,0.0
Pmed_NPKG,0.0,0.0
Pstd_NPKG,0.0,0.0
Pmed_TNIN,0.0,0.0
Pmin_TNM,0.0,0.0
Pmed_TNM,0.0,0.0
Pmin_TNOS,0.0,0.0
Fmed_McCC,0.0,0.0
Fmax_McCC,0.0,0.0
Fstd_McCC,0.0,0.0
Fmin_PDA,0.0,0.0
Fmed_PDA,0.0,0.0
Fstd_PDA,0.0,0.0
Fmin_PUA,0.0,0.0
Fmed_PUA,0.0,0.0
Fstd_PUA,0.0,0.0
Fmin_LLOC,0.0,0.0
Fmed_LLOC,0.0,0.0
Fstd_LLOC,0.0,0.0
Fmin_LOC,0.0,0.0
Fmed_LOC,0.0,0.0
Fstd_LOC,0.0,0.0
fork project,0.0,0.0
releases,0.0,0.0
Fmin_McCC,0.0,0.0
Pmed_TNS,0.0,0.0
